ageNaiveBayes,ageRandomForest,id,realAge
18-24,18-24,roldanrodrigo3,10-17
18-24,18-24,lucianocabj110,18-24
18-24,18-24,jeffpaternalok,18-24
18-24,18-24,nicolasmesa93,18-24
18-24,18-24,spastrana_01,10-17
18-24,18-24,belenmansur,18-24
18-24,18-24,lariramirez4,10-17
18-24,18-24,juampps,10-17
18-24,18-24,santiimontielok,10-17
18-24,18-24,carboneraa1891,18-24
18-24,18-24,gustavoanselmi1,25-xx
18-24,18-24,liberluna,18-24
18-24,18-24,cayuyulii,18-24
18-24,18-24,jennyabigail7,18-24
18-24,18-24,alan_corrarello,18-24
18-24,18-24,thiagobarriosrp,10-17
18-24,18-24,gimenatb,18-24
18-24,18-24,jonisuarez,25-xx
18-24,18-24,julieta1252,18-24
18-24,18-24,pasu97,18-24
18-24,18-24,naiaramallo,25-xx
18-24,18-24,valentinnn_gg,18-24
18-24,18-24,guilleceentral,18-24
18-24,18-24,wolfhardbebito,10-17
18-24,18-24,morelliguido_,18-24
18-24,18-24,feldikpame,18-24
18-24,18-24,fatima_ro13,18-24
18-24,18-24,silvinaduck,18-24
18-24,18-24,pinedatatiana95,18-24
18-24,18-24,maleerok,18-24
18-24,18-24,marudelutis,10-17
18-24,18-24,agusvidalok,18-24
18-24,18-24,micaelitae,18-24
18-24,18-24,brianbentancor5,18-24
18-24,18-24,alexisgabriel_s,18-24
18-24,18-24,ultraseptimus,25-xx
18-24,18-24,fede_canepa79,18-24
18-24,18-24,flor_belieber5,10-17
18-24,18-24,franco98silva,18-24
18-24,18-24,analiaf2014,10-17
18-24,18-24,rociovecino_19,18-24
18-24,18-24,guzmanpaz99,18-24
18-24,18-24,soofividelaa,10-17
18-24,18-24,rodriibaez8,10-17
18-24,18-24,macaaabel,10-17
18-24,18-24,pettytaberner,18-24
18-24,18-24,carolinariver_,18-24
18-24,18-24,chrispysny,18-24
18-24,18-24,mbarrangu,18-24
18-24,18-24,meliigonzzz,18-24
18-24,18-24,sanguinettij,18-24
18-24,18-24,diegong7,18-24
18-24,18-24,joacoodelcampo,10-17
18-24,18-24,ignaciocrespo97,18-24
18-24,18-24,laurazalazar3,18-24
18-24,18-24,florvmipride,18-24
18-24,18-24,katiibent,18-24
18-24,18-24,agusquirozgauna,10-17
18-24,18-24,francocabj32,18-24
18-24,18-24,victoriabritos8,10-17
18-24,18-24,eliascarranz,10-17
18-24,18-24,marielloza,18-24
18-24,18-24,kmy332,18-24
18-24,18-24,antolabriola_,18-24
18-24,18-24,macu_abrigo,18-24
18-24,18-24,apu_mederosturu,18-24
18-24,18-24,explosivo06,25-xx
18-24,18-24,caamilachaparro,18-24
18-24,18-24,flor_fferreyra,18-24
18-24,18-24,nayylaromero,18-24
18-24,18-24,cathiib,18-24
18-24,18-24,gonzajrr10,18-24
18-24,18-24,jignaciotorresn,25-xx
18-24,18-24,luhherreraa,18-24
18-24,18-24,muyoo22,18-24
18-24,18-24,mati_bentancur,18-24
18-24,18-24,mamilagrosg,18-24
18-24,18-24,katecorderook,18-24
18-24,18-24,ayee_rodriguez1,18-24
18-24,18-24,abriltarres,10-17
18-24,18-24,micadeleonc,18-24
18-24,18-24,herreranicolas_,18-24
18-24,18-24,fbflorchus,18-24
18-24,18-24,foto_roed,10-17
18-24,18-24,lupitaa_07,10-17
18-24,18-24,lurafuto,25-xx
18-24,18-24,paola99328434,25-xx
18-24,18-24,airee97,18-24
18-24,18-24,cele10rodriguez,18-24
18-24,18-24,abbriguzman,10-17
18-24,18-24,braigermanotta,18-24
18-24,18-24,alesilvero2,10-17
18-24,18-24,pedroxfer,18-24
18-24,18-24,crisfigueroa00,10-17
18-24,18-24,nahuelbaldoma,10-17
18-24,18-24,chrismacias1510,18-24
18-24,18-24,micagamer23,10-17
18-24,18-24,gabrielkoszko,18-24
18-24,18-24,otrapelotuda_,25-xx
18-24,18-24,ailenarmada,18-24
18-24,18-24,emanuelpelua7,10-17
18-24,18-24,alduad,10-17
18-24,18-24,andrecaprani,25-xx
18-24,18-24,lucasvidela00,18-24
18-24,18-24,valetabarees,18-24
18-24,18-24,ana__soto,10-17
18-24,18-24,katherineabreu3,18-24
18-24,18-24,ursucollantesbl,25-xx
18-24,18-24,alvaropole,18-24
18-24,18-24,ivan_izqy,18-24
18-24,18-24,lucasmiguez22,18-24
