ageNaiveBayes,ageRandomForest,id,realAge
18-24,18-24,_brisa17abigail,10-17
10-17,18-24,agus_gonzalez26,18-24
10-17,18-24,natanahelcndf,18-24
10-17,18-24,candelarodrgu13,10-17
18-24,18-24,fedeabatangelo,18-24
18-24,18-24,alejandroide_25,25-34
18-24,18-24,alemandra19,18-24
18-24,18-24,jul14nbarissani,18-24
10-17,18-24,leogomez9999,10-17
10-17,18-24,oriigartland,10-17
18-24,18-24,solemi245,10-17
18-24,18-24,nahir_intorre,18-24
18-24,18-24,federiicogrosso,25-34
18-24,18-24,neverlandlss,10-17
18-24,18-24,brianramirez98,18-24
10-17,18-24,lucianovillalv1,10-17
18-24,18-24,manu_zarzoso,18-24
10-17,18-24,yulijusto13,10-17
10-17,18-24,roomiicaceress,18-24
18-24,18-24,victoriacarrat2,10-17
18-24,18-24,antogabas,10-17
18-24,18-24,toni_pre,35-49
18-24,18-24,meliijiji,18-24
25-34,18-24,plakards,25-34
18-24,18-24,yuliireynoso,18-24
18-24,18-24,lucasanhornok,10-17
10-17,18-24,sanabria_daiana,18-24
10-17,18-24,littlepearlblue,10-17
10-17,18-24,joyfernandz,18-24
18-24,18-24,selenebasualdo,18-24
25-34,25-34,dangaer,25-34
10-17,18-24,sofiintvg,18-24
25-34,25-34,projaok,10-17
18-24,18-24,oliverapipi,10-17
10-17,18-24,leytonley,18-24
25-34,18-24,diegocastagno,25-34
18-24,18-24,laligoias,18-24
18-24,18-24,vicoelgart,18-24
10-17,18-24,juaniruss,18-24
25-34,18-24,joseplut104,18-24
25-34,25-34,anahirrii,25-34
10-17,18-24,antotusa,18-24
18-24,18-24,delfibruzzone,18-24
25-34,25-34,federicamarilla,35-49
25-34,18-24,mirtha4620,65-xx
25-34,18-24,rojasmimi,18-24
18-24,18-24,valelucas_95,18-24
10-17,18-24,tatianamartin3z,10-17
25-34,18-24,axelfansmfet,10-17
25-34,18-24,vcastroemilia,25-34
18-24,18-24,jluisfoglia,10-17
25-34,18-24,matiasnicolet,35-49
18-24,18-24,sistimartin,18-24
18-24,18-24,daniimndez1,18-24
25-34,35-49,abybeautyexpert,10-17
18-24,18-24,javyyvarela,18-24
18-24,18-24,gustavoanselmi1,35-49
10-17,18-24,lu_leg_,10-17
25-34,18-24,jennyabigail7,18-24
10-17,18-24,mikaa_mozzillo,10-17
18-24,18-24,marinoni22,18-24
18-24,18-24,gustavogon1998,18-24
25-34,18-24,orellanojuliana,18-24
25-34,18-24,santtimartinez5,25-34
10-17,18-24,pasu97,18-24
18-24,18-24,daysanabria96,10-17
10-17,18-24,valentinnn_gg,18-24
18-24,18-24,carorossio1,18-24
10-17,18-24,abruuledesma,10-17
18-24,18-24,morelliguido_,18-24
10-17,18-24,feldikpame,18-24
18-24,18-24,meluu58,10-17
10-17,18-24,eliasro09,18-24
10-17,18-24,pityporcel,10-17
10-17,18-24,quintanaili,10-17
10-17,18-24,rossicamiiii,18-24
18-24,18-24,agusvidalok,18-24
18-24,18-24,maluquinteirook,18-24
10-17,18-24,trinicorbetto,18-24
18-24,18-24,fedecaetano_1,18-24
10-17,18-24,hillegassah,18-24
25-34,35-49,alexisgabriel_s,18-24
10-17,18-24,fede_canepa79,18-24
25-34,18-24,santiagocalerok,25-34
10-17,18-24,juan_bagnasco,10-17
18-24,18-24,jjoacosala_2_5,10-17
25-34,18-24,lhraste,10-17
25-34,35-49,andresabc80,35-49
18-24,18-24,adrialba97,18-24
18-24,18-24,learojitaaaaa,18-24
18-24,18-24,carolinariver_,18-24
25-34,18-24,javiercarrizo2,25-34
18-24,18-24,sfourcade14,18-24
18-24,18-24,lucasattadio123,10-17
18-24,18-24,paovillalba19,18-24
18-24,18-24,juampipak,18-24
10-17,18-24,thaliguiniazu,18-24
18-24,18-24,katiibent,18-24
18-24,18-24,fariasxiomara1,18-24
18-24,18-24,facuduarte1902,10-17
18-24,18-24,cammiali,18-24
18-24,18-24,victoriabritos8,10-17
25-34,18-24,nancyblanchar17,35-49
10-17,18-24,lauu00,10-17
10-17,18-24,kmy332,18-24
18-24,18-24,sararebecca23,25-34
18-24,18-24,flor_fferreyra,18-24
10-17,18-24,sebascalabro,18-24
18-24,18-24,juanppineiro,25-34
10-17,18-24,laluarodriguez,18-24
18-24,18-24,flordirende,10-17
18-24,18-24,gonzajrr10,18-24
18-24,18-24,luhherreraa,18-24
10-17,18-24,juleriveros,18-24
18-24,18-24,mati_bentancur,18-24
18-24,18-24,feer_delgreco,18-24
18-24,18-24,katecorderook,18-24
18-24,18-24,jennifer_okk,18-24
25-34,18-24,marisolartigas,10-17
18-24,18-24,micadeleonc,18-24
10-17,18-24,belencanceco,18-24
25-34,18-24,mauroleguiok,25-34
25-34,18-24,abel_ez,10-17
10-17,18-24,debraslo,18-24
18-24,18-24,nicoplaza57,18-24
