screen_name,friends_count,tweets_count,linkedin,snapchat,instagram,facebook,followers_count,favourites_count,qtyMentions,qtyHashtags,qtyUrls,qtyEmojis,qtyUppercase,profile_pic_gender,age
valenclem,458,19756,0,0,0,0,670,3583,0.56,0.23,0.14,2.18,1.99,2,18-24
melaalvarezok,898,32218,0,0,0,0,684,10588,0.44,0.03,0.19,1.06,2.99,2,10-17
nachielhh,148,20126,0,0,0,0,342,1946,0.15,0.01,0.07,0.6,2.29,1,18-24
peer_fede,1620,41982,0,0,0,0,2208,25564,0.36,0.02,0.09,0.11,3.07,1,18-24
mariouberti,333,4337,0,0,0,0,5896,82,0.15,0.01,0.43,0.02,5.04,1,25-34
agustinavilch17,954,1421,0,0,0,0,551,335,0.06,0.01,0.0,2.09,1.2,2,18-24
nahuelpetto,943,45004,0,0,0,0,1105,9068,0.57,0.0,0.07,0.38,1.53,1,18-24
fedepellegrini_,634,4361,0,0,0,0,2274,3172,0.51,0.8,0.29,0.43,6.26,1,25-34
silviacobo,2753,25023,0,0,0,0,13114,2391,0.63,0.24,0.61,0.2,2.67,2,35-49
alfonsomarco,787,5403,0,0,0,0,1201,20,0.01,0.0,0.67,0.03,5.21,1,50-64
naturalfotoar,44,242,0,0,0,0,44,204,0.21,3.29,0.75,0.08,2.6,0,10-17
fede_matzner,374,110,0,0,0,0,40,507,0.9,0.28,0.16,0.5,2.56,1,18-24
velazquezkevin1,311,6482,0,0,0,0,459,1168,0.08,0.0,0.04,0.71,1.98,0,18-24
carolina__01,972,38978,0,0,0,0,927,8005,0.21,0.0,0.1,0.43,0.97,2,10-17
jluisfoglia,150,4157,0,0,0,0,98,1128,0.91,0.09,0.21,0.02,23.69,1,10-17
inmonoel,501,2809,0,0,0,0,302,281,0.29,0.63,0.92,0.0,21.73,0,50-64
cammiali,191,7863,0,0,0,0,465,203,0.1,0.16,0.1,1.23,1.75,1,18-24
juiglesias07,103,14674,0,0,0,0,418,2547,0.06,0.01,0.05,0.27,1.34,0,18-24
anahirrii,497,520,0,0,0,0,89,170,0.18,0.22,0.72,0.38,3.79,2,25-34
felixbernet,1116,25918,0,0,0,0,1315,416,1.03,0.72,0.87,0.02,2.06,0,35-49
10iriondo,893,43294,0,0,0,0,1220,15353,0.22,0.0,0.04,0.16,1.11,0,10-17
emiiyane,149,135,0,0,0,0,37,93,0.1,0.18,0.62,2.0,2.66,0,25-34
azul_cabrera,430,35721,0,0,0,0,626,4203,0.33,0.0,0.12,0.4,2.99,2,18-24
gomezrufo,538,2702,0,0,0,0,1360,773,0.78,0.14,0.28,0.01,7.36,0,50-64
nicoocanalla,331,1843,0,0,0,0,85,1593,0.55,0.6,0.16,0.21,2.38,0,18-24
biosistemasuy,1460,1557,0,0,0,0,537,320,0.23,0.38,0.73,0.1,10.56,0,25-34
fransaxlund,3144,35831,0,0,0,0,1196,7648,1.47,0.17,0.17,0.12,4.52,1,18-24
gustavoanselmi1,941,5956,0,0,0,0,275,2591,0.05,0.01,0.9,0.01,4.16,0,35-49
vcastroemilia,468,519,0,0,0,0,119,1023,0.84,0.2,0.33,0.93,1.71,0,25-34
plakards,826,729,0,0,0,0,1047,37,0.01,0.29,1.21,0.39,11.94,0,25-34
iaann_1999,542,13692,0,0,0,0,1309,6317,0.28,0.0,0.06,0.4,1.28,0,18-24
rafaeladaniela6,152,18,0,0,0,0,25,400,0.08,0.0,0.0,0.23,2.54,0,10-17
claudiogarcia82,1898,27966,0,0,0,0,2320,779,0.07,2.59,0.97,0.04,4.66,1,25-34
angelmgtech,247,270,0,0,0,0,61,45,0.11,4.56,0.97,0.04,4.06,0,25-34
debraslo,1928,33986,0,0,0,0,2215,21758,0.14,0.0,0.08,0.17,3.48,0,18-24
sugacabrera,1113,124266,0,0,0,0,2013,806,0.1,0.03,0.09,0.81,3.07,0,18-24
lajoya14,2058,14456,0,0,0,0,3176,1043,0.72,0.26,0.19,0.05,2.87,1,25-34
rodriguezbraun,110,64480,0,0,0,0,95214,18720,2.02,0.36,0.35,0.16,3.24,1,65-xx
lucaslepera9,931,464,0,0,0,0,747,430,0.58,0.27,0.04,0.34,3.06,0,10-17
nahuelgabrielra,767,10150,0,0,0,0,1015,3687,0.55,0.0,0.11,0.19,0.98,0,18-24
francocairo02,169,5329,0,0,0,0,533,613,0.16,0.07,0.12,0.06,1.06,0,10-17
denumalsam,264,3208,0,0,0,0,320,6926,0.33,0.08,0.12,0.76,3.27,0,10-17
mrgomezponce,2894,11231,0,0,0,0,4179,9738,1.26,1.13,0.57,0.15,4.86,2,35-49
ani_0697,297,11185,0,0,0,0,441,2381,0.42,0.0,0.19,0.72,2.29,2,18-24
sergiodanielve1,397,4214,0,0,0,0,434,2393,0.73,1.27,0.25,0.02,1.88,0,10-17
caciquepaiva09,234,2940,0,0,0,0,593,2859,0.11,0.02,0.02,0.21,3.13,0,18-24
inspectoresdetr,249,911,0,0,0,0,171,120,0.85,0.06,0.14,0.05,4.92,0,25-34
alesonline,76,4879,0,0,0,0,327,1089,0.92,0.29,0.54,0.15,3.05,1,25-34
sariskl,1723,72902,0,0,0,0,6651,22738,0.27,0.01,0.03,0.45,3.87,0,18-24
lupecarola,509,52840,0,0,0,0,785,11808,0.15,0.0,0.03,0.46,1.23,0,18-24
lourbolo,929,10975,0,0,0,0,977,5108,0.43,0.01,0.09,1.08,1.29,0,18-24
josetrecet,2371,6548,0,0,0,0,3294,813,0.39,0.35,0.97,0.02,2.33,1,35-49
abybeautyexpert,965,29,0,0,0,0,255,31,0.04,0.46,0.35,2.0,7.08,0,10-17
adelaidauma,278,253,0,0,0,0,2420,2,0.54,0.05,0.6,0.02,3.97,2,65-xx
luudmiipeerez,343,15692,0,0,0,0,452,7141,0.14,0.0,0.01,0.87,1.55,2,10-17
talleres_unidos,98,71,0,0,0,0,51,5,0.13,1.21,0.88,0.12,3.62,0,18-24
yoiikamlofsky,465,25730,0,0,0,0,699,9245,0.13,0.02,0.11,0.92,1.52,2,18-24
srouvier,736,10845,0,0,0,0,2301,2829,0.73,0.29,0.18,0.1,2.51,2,35-49
agusalonso9,2358,47936,0,0,0,0,2170,13915,0.26,0.02,0.11,0.22,1.97,2,18-24
damindylanpino1,166,151,0,0,0,0,53,24,0.05,0.01,0.0,1.48,1.22,0,18-24
biogeocarlos,3056,16870,0,0,0,0,4298,5341,1.79,0.28,0.27,0.83,2.97,0,35-49
furtadogus,655,19254,0,0,0,0,392,4152,0.32,0.78,0.46,0.24,4.31,1,25-34
jogartra,606,2298,0,0,0,0,390,23,0.33,0.23,0.35,0.13,3.61,1,35-49
yamilafajar,2605,48606,0,0,0,0,3161,30117,0.03,0.01,0.03,0.77,1.97,0,18-24
chocholita17,734,13260,0,0,0,0,512,741,0.09,0.01,0.09,0.77,1.56,2,18-24
lapipydeltricoo,509,112,0,0,0,0,100,61,0.48,0.22,0.45,0.27,1.58,0,10-17
jessicapr1202,560,44681,0,0,0,0,1160,2937,0.15,0.0,0.12,0.08,1.23,2,10-17
sofiintvg,1329,43538,0,0,0,0,1659,13074,0.32,0.0,0.2,0.48,1.56,2,18-24
vanis,1377,40591,0,0,0,0,52718,4077,1.03,0.27,0.28,0.19,3.01,1,35-49
miguel_a_alonso,170,3351,0,0,0,0,216,1503,0.36,0.03,0.72,0.06,3.84,1,35-49
jazdistefaano,727,16229,0,0,0,0,971,3173,0.65,0.0,0.05,0.3,3.07,0,10-17
mililonzo1,1068,15169,0,0,0,0,1115,1297,0.5,0.03,0.05,1.87,1.87,2,18-24
manushgalvan,1059,2966,0,0,0,0,2052,1208,0.63,0.94,0.7,0.24,3.7,1,25-34
gastton6,399,10641,0,0,0,0,732,1828,0.12,0.0,0.09,0.4,1.26,1,18-24
tomii0410,554,42681,0,0,0,0,5337,13160,0.61,0.45,0.18,0.36,4.72,1,10-17
enzogroisman,665,3260,0,0,0,0,674,2222,0.29,0.15,0.27,0.23,1.85,0,10-17
mikaela241206,5001,336,0,0,0,0,3204,952,0.94,0.39,0.01,0.23,7.18,2,18-24
cascarilla3,200,2159,0,0,0,0,100,270,1.36,1.06,0.18,0.02,4.03,0,35-49
marielabejar,994,36672,0,0,0,0,8831,823,0.43,0.49,0.52,0.22,3.51,2,35-49
lourdesmunoz,10826,21288,0,0,0,0,11318,6029,0.92,1.29,0.78,0.08,3.3,2,35-49
adela_micha,415,58907,0,0,0,0,4647584,68,0.02,0.0,0.98,0.07,1.45,0,50-64
gonzamederos1,118,18169,0,0,0,0,600,3596,0.23,0.0,0.06,0.12,1.46,1,10-17
claulpez19,1014,13328,0,0,0,0,944,4844,0.04,0.0,0.02,0.48,1.27,1,18-24
santiagopepe_91,1911,7605,0,0,0,0,891,3338,0.83,0.71,0.19,0.17,5.67,0,25-34
fiammarusso,90,248,0,0,0,0,64,382,0.18,0.07,0.11,2.38,3.2,2,18-24
nahuelbaldoma,240,3109,0,0,0,0,511,1218,0.56,0.12,0.16,0.36,2.23,0,10-17
wistonguerra,584,1034,0,0,0,0,446,252,0.07,0.01,0.0,0.0,6.59,1,25-34
learojitaaaaa,161,4244,0,0,0,0,393,940,0.12,0.05,0.07,0.23,2.13,1,18-24
santiagocalerok,945,16523,0,0,0,0,1015,2906,0.23,0.12,0.28,0.87,2.78,0,25-34
juliett1215,1117,29155,0,0,0,0,1116,8804,0.23,0.0,0.05,0.47,1.59,0,18-24
s4dnessdepress,187,824,0,0,0,0,35,2645,0.12,0.05,0.06,0.05,10.13,2,10-17
cbdk2011,262,166,0,0,0,0,30,166,0.85,0.04,0.25,0.84,12.7,2,35-49
lautakischi_,261,28919,0,0,0,0,343,8671,0.38,0.05,0.04,0.64,1.82,1,18-24
pepsicoarg,219,1369,0,0,0,0,1645,297,0.0,0.0,0.0,0.0,4.0,0,50-64
daaaibravo5,1338,22952,0,0,0,0,1292,2128,0.23,0.03,0.09,1.2,2.72,0,18-24
matias11ce,450,4965,0,0,0,0,883,1058,0.23,0.0,0.07,0.55,1.24,1,10-17
rojasmimi,151,12487,0,0,0,0,412,2659,0.61,2.33,0.03,4.43,7.26,2,18-24
kandhe_c,208,17320,0,0,0,0,459,1922,0.3,0.01,0.1,0.81,1.86,0,18-24
maritriniginer,2984,41862,0,0,0,0,9280,19571,0.76,1.21,0.76,0.68,4.52,0,25-34
elianacufre,1252,8116,0,0,0,0,1271,2979,0.39,0.04,0.0,1.21,3.15,0,18-24
tizianapeluffo1,445,2049,0,0,0,0,422,3649,0.84,0.0,0.1,0.28,1.37,0,10-17
laluarodriguez,496,81450,0,0,0,0,1330,20864,0.33,0.0,0.03,0.65,2.57,0,18-24
carlosecue,1129,18546,0,0,0,0,114343,92,0.55,0.01,0.38,0.06,3.37,1,35-49
dangaer,33,15994,0,0,0,0,213,349,0.39,0.0,0.45,0.01,16.51,1,25-34
jennbardecio,129,124,0,0,0,0,30,514,1.12,0.18,0.07,1.2,2.45,2,25-34
andradaceleste,694,40388,0,0,0,0,801,5039,0.32,0.0,0.05,1.25,5.89,2,18-24
estefiperezok,2304,29967,0,0,0,0,2327,4352,0.2,0.0,0.05,0.74,1.29,0,10-17
alaanpedraza,153,2832,0,0,0,0,182,847,0.24,0.15,0.01,0.35,1.47,1,18-24
vickyycastorina,1667,52352,0,0,0,0,2036,34196,0.11,0.0,0.01,0.21,1.76,0,10-17
abarceloh25,376,6319,0,0,0,0,410797,88,1.14,0.01,0.21,0.01,2.42,2,50-64
patricionavarr0,2504,6222,0,0,0,0,1405,1868,0.11,0.02,0.15,1.31,2.25,1,18-24
fedelarralde,352,12098,0,0,0,0,347,1186,0.54,0.46,0.24,0.24,2.52,1,25-34
jonisuarez,988,9804,0,0,0,0,341,2711,0.42,0.05,0.2,0.08,2.59,0,25-34
kevinluchetta,500,88310,0,0,0,0,791,4250,0.39,0.0,0.07,0.13,1.34,0,18-24
eblanperis,3881,14197,0,0,0,0,8712,4027,1.02,1.38,0.77,0.41,4.25,2,25-34
claudiolpez11,1016,13309,0,0,0,0,944,4837,0.04,0.0,0.02,0.52,1.3,1,18-24
nicolasedlp01,403,21579,0,0,0,0,391,8550,0.04,0.0,0.05,0.44,0.67,0,10-17
rocciocabano,195,8210,0,0,0,0,153,3376,0.11,0.0,0.0,0.49,1.23,2,18-24
federicamarilla,248,201,0,0,0,0,137,83,0.18,0.88,0.35,0.14,23.37,0,35-49
andresabc80,1082,93,0,0,0,0,208,954,0.6,3.62,0.76,0.11,3.96,0,35-49
yaamiimz,634,9307,0,0,0,0,703,1134,0.08,0.04,0.1,1.04,1.72,2,18-24
micaelaagomeez1,256,9675,0,0,0,0,573,2973,0.02,0.01,0.12,0.74,1.99,2,18-24
jjoacosala_2_5,132,340,0,0,0,0,10,440,1.77,0.04,0.02,0.21,1.95,2,10-17
crisalonsofran,2120,24051,0,0,0,0,2160,2377,0.82,0.26,0.54,0.31,2.98,2,35-49
gomez19_sophie,750,44085,0,0,0,0,826,10254,0.2,0.0,0.18,0.13,4.58,2,18-24
anyelenfiege,3364,18681,0,0,0,0,4011,24910,0.2,0.03,0.1,1.15,3.29,0,10-17
maarupicerno,637,37327,0,0,0,0,1385,3844,0.3,0.0,0.08,0.5,1.26,2,10-17
djnilogb,943,10600,0,0,0,0,754,2543,0.04,0.06,0.16,0.27,1.59,1,18-24
mgdelpozuelo,13658,3311,0,0,0,0,32285,2446,1.12,0.53,0.67,0.02,2.87,2,35-49
martarodrigueza,7815,27326,0,0,0,0,9393,12349,1.23,0.1,0.73,0.17,3.25,2,35-49
respetocanas,655,16401,0,0,0,0,7727,4225,0.76,0.24,0.1,0.15,9.27,0,25-34
tinamadx,164,507,0,0,0,0,108,285,0.07,0.72,0.86,0.23,6.75,2,18-24
melisosa13,724,17664,0,0,0,0,1110,5066,0.29,0.0,0.02,0.76,1.96,2,18-24
jsanchezfranco,1195,4151,0,0,0,0,1529,773,0.43,1.45,0.3,0.06,3.02,1,35-49
lucasanhornok,294,10162,0,0,0,0,451,3587,0.2,0.03,0.17,1.44,2.28,1,10-17
alvarezfiorelaa,563,20092,0,0,0,0,610,2055,0.29,0.06,0.09,0.53,2.17,2,18-24
marcelo_pedrozo,3197,1787,0,0,0,0,500,4420,0.8,0.13,0.05,1.05,2.23,1,18-24
florenciaagalvn,1829,19844,0,0,0,0,1396,13226,0.0,0.0,0.0,0.0,4.0,0,10-17
emiliodebenito,366,11874,0,0,0,0,7004,1852,1.54,0.2,0.64,0.06,2.22,1,35-49
romiiacosta97,1265,20431,0,0,0,0,1499,3949,0.07,0.02,0.08,0.73,1.5,2,18-24
milii1224,309,15257,0,0,0,0,304,2864,0.09,0.04,0.04,1.26,1.52,2,18-24
juanma_nieves,643,6647,0,0,0,0,292,1208,1.2,0.04,0.42,0.02,1.99,0,25-34
nacho_real_11,805,25185,0,0,0,0,735,4927,0.42,0.01,0.11,1.22,1.79,0,18-24
alan_corrarello,1388,17437,0,0,0,0,1138,13893,0.36,0.0,0.1,0.34,2.28,1,18-24
manulavallen,704,46381,0,0,0,0,903,4537,0.22,0.01,0.03,0.71,1.7,0,10-17
lautaurtiaga,59,112,0,0,0,0,50,35,0.57,0.15,0.47,0.25,3.79,0,18-24
alexistokayukok,858,37421,0,0,0,0,1506,15811,0.42,0.03,0.1,0.52,1.77,1,18-24
facuufrancese5,848,21904,0,0,0,0,1114,10085,0.32,0.27,0.36,0.49,1.98,1,10-17
briangonzaa,995,12980,0,0,0,0,1778,6950,0.03,0.0,0.0,0.33,1.06,1,10-17
maxirios99,2583,6828,0,0,0,0,2795,190,0.05,0.04,0.37,0.48,2.82,0,10-17
g6d2p,2555,16939,0,0,0,0,1587,8569,0.18,0.01,0.04,0.42,5.85,0,18-24
meli3620,748,10662,0,0,0,0,489,2573,0.04,0.01,0.07,1.93,1.24,2,10-17
abrildomeno,446,36406,0,0,0,0,975,8168,0.22,0.0,0.11,0.2,2.97,2,18-24
pabloformoso,997,13612,0,0,0,0,1154,1197,0.87,0.21,0.3,0.48,2.78,1,25-34
daiogarcia2,1009,17975,0,0,0,0,1549,20076,0.57,0.19,0.18,0.64,3.49,0,18-24
galachitaa,675,2708,0,0,0,0,864,130,0.8,0.54,0.44,0.71,4.6,2,25-34
netlabsuy,131,52,0,0,0,0,56,37,0.61,1.22,0.56,0.67,3.94,0,18-24
olgarodriguezfr,4792,17746,0,0,0,0,88404,39469,0.6,0.11,0.61,0.07,3.53,2,35-49
factoriagris,593,21352,0,0,0,0,1325,6,0.11,1.59,1.04,0.05,5.75,0,35-49
ortizmarcos18,536,12438,0,0,0,0,711,4076,0.27,0.0,0.05,0.23,1.32,1,18-24
josefinamosser,703,92218,0,0,0,0,1609,17343,0.31,0.0,0.14,0.76,1.54,2,18-24
_wildgal,2784,31051,0,0,0,0,4209,6111,0.19,0.01,0.13,0.06,1.36,0,10-17
ayllonmiguel,509,15078,0,0,0,0,698,5053,0.07,0.01,0.0,1.22,1.79,1,18-24
marcefrontale,719,264,0,0,0,0,57021,11,0.6,0.16,0.17,0.0,2.34,1,25-34
jgonzalez_es,957,1574,0,0,0,0,823,777,1.13,0.66,0.98,0.04,4.07,1,50-64
ivandjdv,694,4313,0,0,0,0,470,867,0.21,0.12,0.07,0.5,4.05,1,10-17
laurazalazar3,435,6146,0,0,0,0,315,2867,0.12,0.0,0.04,2.6,2.04,2,18-24
totomayora,468,33366,0,0,0,0,713,4499,0.3,0.0,0.06,0.26,1.42,1,18-24
martinaa051,460,2940,0,0,0,0,561,1652,0.33,0.0,0.0,1.04,1.2,0,10-17
emi_difabio,319,12685,0,0,0,0,1027,6053,0.17,0.1,0.06,0.61,3.02,0,18-24
claudio_felipe0,670,15433,0,0,0,0,311,15855,1.48,0.16,0.18,0.2,2.52,1,18-24
globaltattooma,13,5325,0,0,0,0,230,0,0.0,0.02,1.09,0.03,7.97,2,35-49
fariasxiomara1,470,9085,0,0,0,0,300,8145,0.76,0.03,0.14,0.16,8.78,2,18-24
felipepaullier,1467,13501,0,0,0,0,4303,3289,1.91,0.34,0.24,0.47,3.85,1,25-34
catyforteza,921,686,0,0,0,0,137,190,1.09,0.19,0.16,0.22,1.44,2,25-34
zoyasanchez,378,3873,0,0,0,0,295,1468,0.06,0.03,0.07,0.4,1.4,0,10-17
yamilagalvan3,2444,80146,0,0,0,0,1932,23683,0.2,0.0,0.23,1.02,1.6,0,10-17
luzaranda00,239,5465,0,0,0,0,368,636,0.1,0.01,0.08,1.17,1.52,0,18-24
flower_inspired,2791,59354,0,0,0,0,3280,185,0.1,0.18,0.23,0.4,6.53,2,18-24
mlpassio,75,2474,0,0,0,0,30,469,0.3,0.0,0.38,0.01,11.67,1,35-49
melivarelacid,642,14012,0,0,0,0,773,733,0.06,0.03,0.02,0.31,0.97,0,18-24
nahuelsantorook,155,26971,0,0,0,0,645,7438,0.29,0.23,0.26,0.64,2.3,0,18-24
paazballesteros,862,20926,0,0,0,0,1238,5539,0.0,0.0,0.0,1.0,1.0,2,10-17
aldiibogado1,1136,33883,0,0,0,0,1519,5218,0.16,0.0,0.02,0.36,1.01,2,18-24
airee97,612,41660,0,0,0,0,420,38357,0.1,0.04,0.01,0.58,5.89,1,18-24
claricaballeroo,912,28563,0,0,0,0,1079,11688,0.26,0.0,0.04,0.95,1.56,2,18-24
paurey8,703,16553,0,0,0,0,868,6281,0.44,0.0,0.15,1.05,1.51,1,10-17
camila_martino,801,11362,0,0,0,0,1329,1968,0.11,0.0,0.04,0.99,2.57,2,18-24
pachogruas,338,319,0,0,0,0,128,22,0.7,0.76,0.38,0.04,2.54,0,25-34
sorianomarina,598,989,0,0,0,0,478,89,1.02,0.45,0.35,0.12,2.71,2,18-24
lucasvidela00,331,7842,0,0,0,0,371,3855,0.25,0.01,0.16,0.96,2.01,0,18-24
facuureynoso99,237,1866,0,0,0,0,231,1638,0.46,0.0,0.11,0.38,1.24,1,18-24
silvinaduck,183,39941,0,0,0,0,856,13876,0.03,0.03,0.07,1.2,1.19,2,18-24
juliagomezcora,297,2256,0,0,0,0,2482,1541,0.71,0.11,0.21,0.1,2.65,2,35-49
laraschiel,643,6366,0,0,0,0,1099,2401,0.32,0.01,0.04,1.18,1.28,0,10-17
marmira95528549,119,545,0,0,0,0,36,484,0.09,0.08,0.04,1.15,2.45,0,10-17
ailudisipulo,466,25170,0,0,0,0,510,6528,0.14,0.0,0.05,0.14,1.86,0,18-24
paovillarpando,141,2395,0,0,0,0,67,1394,0.19,0.05,0.06,1.54,1.93,1,18-24
the_pelado,541,4143,0,0,0,0,396,596,0.81,0.39,0.26,0.19,3.09,1,25-34
charoizquierdo,2299,24048,0,0,0,0,23111,3914,0.78,0.92,0.71,0.04,2.94,2,50-64
lauu00,603,35566,0,0,0,0,659,15980,0.21,0.0,0.17,0.72,1.19,2,10-17
arielchampanier,333,4307,0,0,0,0,1236,262,0.31,0.01,0.16,0.01,3.63,1,10-17
gfran93,548,2390,0,0,0,0,428,235,0.52,0.08,0.07,0.02,1.6,0,18-24
victoriagalello,437,7855,0,0,0,0,475,1496,0.42,0.16,0.15,2.58,4.35,0,18-24
rossanaduarte1,2841,35482,0,0,0,0,4001,2719,1.37,0.77,0.04,2.16,5.69,0,10-17
robcarballo,2840,16012,0,0,0,0,2743,5,0.9,0.12,0.25,0.06,2.02,1,50-64
lucasattadio123,922,23772,0,0,0,0,885,1099,0.03,0.01,0.01,0.83,1.87,1,10-17
maripuchi,1872,40393,0,0,0,0,7207,7736,0.97,0.36,0.2,0.46,2.5,2,35-49
nachogmoreira,2347,18233,0,0,0,0,1612,5896,0.59,0.06,0.06,0.41,2.78,0,18-24
avecillamili,254,16415,0,0,0,0,498,6339,0.16,0.02,0.1,1.1,1.58,2,18-24
braiant93432642,154,8,0,0,0,0,8,50,0.4,0.0,0.0,0.6,1.2,1,10-17
worldreaders,13479,9790,0,0,0,0,16853,7374,1.15,0.27,0.64,0.09,2.91,0,35-49
jorge_frias1968,50,1576,0,0,0,0,193,538,0.97,0.25,0.27,0.05,5.8,1,18-24
ro_castiglioni,591,1095,0,0,0,0,120,935,1.13,2.51,0.04,0.95,13.21,2,10-17
chiquirodrguez,1037,49074,0,0,0,0,1848,20094,0.26,0.0,0.08,0.12,1.12,2,18-24
micaelitae,251,39315,0,0,0,0,399,2368,0.16,0.01,0.19,1.14,2.45,0,18-24
daianamln,1338,22129,0,0,0,0,1483,7673,0.28,0.0,0.01,0.22,1.47,2,18-24
agusvillaarreal,428,18979,0,0,0,0,770,5692,0.24,0.0,0.05,0.56,1.52,2,18-24
demarcobianca,672,1433,0,0,0,0,675,1404,0.23,0.0,0.06,0.39,1.34,0,10-17
